"Year","Season","Stratum","centroid_longitude","centroid_latitude","centroid_latitude_Median","centroid_longitude_Median","centroid_latitude_Quantile_05","centroid_longitude_Quantile_05","centroid_latitude_Quantile_95","centroid_longitude_Quantile_95"
2018,"Summer","Canada",-59.6526362166893,44.3142618742498,44.2115947817603,-59.9134993716449,42.6074827813192,-66.3087824100814,47.2127869429976,-50.4799042586586
2018,"Summer","USA",-68.6812850844658,43.210298696979,43.6644239317582,-68.6570368287933,40.9590139411679,-70.3157063542057,44.2561741907589,-67.4645265147923
2019,"Fall","Canada",-58.9545187022896,44.4627432112394,44.2666148227242,-59.4064697315508,42.6273882951423,-66.5526309072815,47.4369407141337,-49.9054996029523
2019,"Fall","USA",-68.6743956798517,43.2105082325805,43.5652780587241,-68.6570368287933,41.147345618803,-70.2961202991255,44.2561233153417,-67.4383391864758
2019,"Spring","Canada",-59.0520287524629,44.4022910002267,44.2666148227242,-59.6549172889027,42.6884116124655,-66.3370760898429,47.2108050461777,-50.272402322246
2019,"Spring","USA",-68.7427881146789,43.0265384638903,43.3451125841171,-68.7443716833873,40.9096195469945,-70.3382478542239,44.2282174428743,-67.4352801172892
2019,"Summer","Canada",-60.5892590497503,44.3944135622741,44.2115947817603,-60.5827523953298,42.4308886441895,-66.657417857146,47.4378183754666,-51.184572276662
2019,"Summer","USA",-68.7403738581996,43.0983590760646,43.4441613634692,-68.6570368287933,40.9115178093091,-70.3393717668565,44.2559003959563,-67.4593644168117
2020,"Fall","Canada",-59.5059791023442,44.4660764437149,44.2666148227242,-59.7405151720744,42.6269298513642,-66.5772603850256,47.4228280236955,-50.5038762153828
2020,"Fall","USA",-68.6652257028116,43.2286980458966,43.6644239317582,-68.6570368287933,41.1000566947209,-70.3319383284663,44.2561907682948,-67.4390030967833
2020,"Spring","Canada",-59.2366492319449,44.4834831206684,44.2597944582447,-59.7517969293841,42.5849458522181,-66.663888418793,47.4404407566993,-49.788481781734
2020,"Spring","USA",-68.6520938875209,43.2299692966772,43.6644239317582,-68.6570368287933,41.1274075440043,-70.302917290807,44.2562539177876,-67.4376410322885
2020,"Summer","Canada",-60.2995603018663,44.3494422013285,44.2597944582447,-60.209694788847,42.60568695954,-66.6649259478833,47.1811153134086,-52.4309225952931
2020,"Summer","USA",-68.7010866391633,43.2002308496511,43.5986658466598,-68.6570368287933,41.1353159113157,-70.3353178896847,44.2561719796523,-67.4728967804756
2021,"Fall","Canada",-59.6351202568081,44.5750606748603,44.2725784784078,-59.7747698272133,42.6529955844445,-66.6321095125606,47.4404571490941,-50.3010762286185
2021,"Fall","USA",-68.6404388252085,43.3057541640175,43.6961248423044,-68.6197094525069,41.2025061306177,-70.2862359680046,44.256264768686,-67.4704711076334
2021,"Spring","Canada",-59.8594201354266,44.4021290299238,44.2666148227242,-59.7405151720744,42.5834056460094,-66.6638905126992,47.2127415808586,-51.5954242012615
2021,"Spring","USA",-68.7241980617959,43.1185733697905,43.4441613634692,-68.6570368287933,40.9300020320454,-70.3329576488356,44.2559339074511,-67.4370535370066
2021,"Summer","Canada",-58.5062898410157,44.6588391367406,44.4239217773823,-59.018841649139,42.6897767962348,-66.5202886713462,47.4395972904432,-49.8463530997668
2021,"Summer","USA",-68.6954909791334,43.1913987632335,43.6319363774258,-68.6570368287933,40.9590149881229,-70.3336886289414,44.2561836901184,-67.4698067894931
2022,"Fall","Canada",-58.6574511833046,44.6095074519507,44.3523401332815,-59.331858737383,42.7118858202083,-66.5250126864527,47.4395556269845,-49.904991867227
2022,"Fall","USA",-68.6427287292666,43.3493527859743,43.6961248423044,-68.6136429203861,41.4285798911058,-70.3148349891395,44.2562839678339,-67.472898667835
2022,"Spring","Canada",-59.3332343687148,44.4779886721464,44.2776847112,-59.6248327880473,42.5814266476016,-66.5948089147732,47.2155246256332,-50.2699479221342
2022,"Spring","USA",-68.7097971099658,43.0920830398084,43.4441613634692,-68.6570368287933,40.9185616861556,-70.3354032571096,44.2560477764766,-67.4366293540654
2022,"Summer","Canada",-58.9813728378626,44.5502694362445,44.2878532677804,-59.3408063900826,42.65969621372,-66.5220471633897,47.4286817518182,-49.9358485628503
2022,"Summer","USA",-68.6958284519486,43.1720441150047,43.5986658466598,-68.6570368287933,40.9496287780735,-70.3344821545876,44.2561522866904,-67.438809360441
2023,"Fall","Canada",-58.8786236541078,44.6127131787553,44.3504851169803,-59.331858737383,42.7846548189235,-66.6305875935577,47.4394709157841,-50.227069305644
2023,"Fall","USA",-68.6338540741058,43.3453809443693,43.6961248423044,-68.6136429203861,41.3854455848178,-70.3058159056596,44.2562596588966,-67.4683244921748
2023,"Spring","Canada",-59.5483274130274,44.3471839680453,44.2597944582447,-59.9243259044931,42.5850477027995,-66.6791196413127,47.2015618928985,-50.3787392390132
2023,"Spring","USA",-68.6222070066626,43.2278058215023,43.6644239317582,-68.6136429203861,40.9587242312542,-70.2958220407977,44.2563582370473,-67.4374646333644
2023,"Summer","Canada",-60.1198879205144,44.5300099982544,44.2725784784078,-59.9919922206209,42.652744319846,-66.6604395129773,47.4387007301413,-50.8473122203735
2023,"Summer","USA",-68.6866084719728,43.1963972928037,43.6319363774258,-68.6570368287933,40.9513232946338,-70.3325915478598,44.2562438845773,-67.4729151790115
