"Year","Season","Stratum","Dist_Mean","Dist_Med","Dist_Q5","Dist_Q95"
2017,"Summer","EGOM",73.6470616568842,77.3316203057682,123.239310282192,17.366242247376
2017,"Summer","GBTail",1374.28432193156,1413.22642810327,1203.28948399921,1446.56561346216
2017,"Summer","Georges",31.2169797855069,42.3500034415901,87.2221590374655,98.0320465822432
2017,"Summer","GrandBanks",1121.14096583112,1106.16311536625,1006.42330454998,1234.95609529069
2017,"Summer","Gully",663.067627065122,654.220305106384,523.35074891722,817.541323386294
2017,"Summer","HaliChan",961.158203013398,949.682322394695,859.067398137211,1074.0946731332
2017,"Summer","Nantucket",214.083311773101,212.808782528664,314.362294838248,150.470921596862
2017,"Summer","Sable",499.740228155315,518.600378856501,373.138031494872,591.244964857503
2018,"Fall","BOF",54.1396918005945,56.8216804457573,20.3719894067813,134.976110868691
2018,"Fall","Browns",156.655478886483,165.687384729359,48.7919733607076,241.250823855689
2018,"Fall","CapeBreton",622.726236714952,610.536391198152,546.097821619736,708.947057423923
2018,"Fall","CapeCod",180.852964724781,186.583584399921,260.263761011517,138.530976463401
2018,"Fall","EGOM",70.4353500360106,78.3415267640854,121.475765259095,17.4287446536047
2018,"Fall","GBTail",1331.68780330165,1336.60743592331,1198.07922454851,1449.39377538025
2018,"Fall","Georges",27.4460009061025,42.3500034415901,86.0602983292037,99.4069462729759
2018,"Fall","GrandBanks",1117.48596930349,1125.23717650218,1007.34749440583,1212.83082992786
2018,"Fall","Gully",659.465384646434,672.197264798272,520.809629471491,804.177577757373
2018,"Fall","HaliChan",958.375654515862,949.521594304646,859.03717426209,1073.50442382137
2018,"Fall","Nantucket",208.568246208963,201.921503431024,299.536821726674,150.215683887373
2018,"Fall","Sable",479.321630990584,480.19894037537,352.64283426151,594.875920705971
2018,"Spring","BOF",51.1723405982487,53.6227873320491,13.3172460903261,138.87597445304
2018,"Spring","Browns",153.091788935246,150.17412113727,48.6755667152127,241.156721482327
2018,"Spring","CapeBreton",619.168114247028,609.810769274042,546.410869346033,708.762830764523
2018,"Spring","CapeCod",177.902961750087,182.87430189217,259.339535547992,132.891770395246
2018,"Spring","EGOM",75.6954022000107,77.3316203057682,119.114295322323,17.0619551518841
2018,"Spring","GBTail",1345.78625015934,1352.97871083517,1199.23674236643,1447.20655344439
2018,"Spring","Georges",36.5148970083695,42.3500034415901,84.2174923675842,99.0812692211853
2018,"Spring","GrandBanks",1119.07804589252,1125.66615202647,1002.62003222018,1228.03811795235
2018,"Spring","Gully",663.886642510267,672.197264798272,525.292781973542,804.214774037417
